bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
4,4.0,2159,4442,1.0,0,0,3,6,2015,144,2004,0,98087,47.5574,-122.4001,1794,3671,662000
3,3.0,1518,6985,3.0,0,0,4,7,1107,411,1904,1990,98189,47.175,-121.4898,1354,5467,437000
3,3.0,1579,13553,1.0,0,0,5,9,1107,472,1907,1999,98103,47.6448,-122.2007,1459,15687,611000
6,5.0,2694,4820,3.0,0,1,2,7,1917,777,2007,0,98104,47.1408,-122.3253,2985,4684,779000
3,3.0,1270,1575,1.0,0,0,3,6,1244,26,1903,0,98164,47.1773,-122.0692,1027,1322,449000
5,5.0,2544,9643,2.0,0,2,3,10,1892,652,1940,0,98035,47.4041,-122.0189,2522,12071,828000
2,3.0,1476,8991,2.0,0,1,3,8,888,588,1959,1978,98067,47.3654,-122.1087,1422,8398,561000
2,2.0,1454,1040,2.0,0,0,3,5,1327,127,1953,0,98106,47.7928,-121.3282,1726,1067,547000
1,1.0,1146,4900,1.0,0,0,4,12,1008,138,1921,0,98092,47.7768,-121.443,999,5952,588000
4,4.0,2197,1377,2.0,0,3,3,8,1431,766,1977,0,98063,47.2328,-121.4524,2309,1652,703000
3,3.0,1540,2888,1.0,1,0,3,6,1531,9,1918,0,98083,47.7627,-122.0215,1357,3127,747000
5,5.0,2752,2387,2.0,0,0,4,6,2321,431,1976,0,98168,47.5846,-121.3446,2805,2944,811000
3,2.0,1293,9390,1.0,1,0,5,8,1035,258,1998,2002,98082,47.3862,-121.6792,1321,11937,627000
6,5.0,2630,5396,3.0,0,0,5,8,1980,650,1967,1984,98031,47.6177,-121.5016,2183,6805,853000
2,2.0,1011,1757,1.0,0,0,4,6,970,41,1932,0,98037,47.7301,-121.8989,993,1598,405000
5,4.0,2824,9937,1.0,0,4,5,6,1970,854,1921,1974,98133,47.2261,-122.3073,2780,9324,807000
4,3.0,2383,1561,1.0,0,3,3,6,1702,681,1964,0,98115,47.2372,-121.4357,2211,1318,717000
4,4.0,2246,6400,1.5,0,0,3,7,1458,788,1910,0,98121,47.3861,-121.9163,2046,7693,670000
4,4.0,2422,2563,1.0,0,0,1,6,2189,233,1915,0,98132,47.2184,-121.3377,2155,1981,629000
4,5.0,1836,3668,2.0,0,0,4,5,1539,297,1967,0,98118,47.3523,-122.1942,1473,3349,549000
4,4.0,2205,7357,2.5,0,0,5,8,1860,345,1992,0,98154,47.552,-121.3091,1766,5193,725000
2,3.0,1262,7459,2.0,0,0,3,8,867,395,2002,2021,98152,47.669,-122.2331,1307,7883,587000
1,1.0,1154,14322,2.0,1,0,4,7,993,161,1943,0,98167,47.3114,-122.0582,1058,15683,622000
5,4.0,2465,4602,1.0,0,0,4,7,2234,231,2001,0,98184,47.2972,-121.7872,2138,3909,643000
4,3.0,1985,6280,2.0,1,0,5,7,1475,510,1987,2008,98182,47.6458,-121.668,2132,7172,891000
4,4.0,2262,3463,1.0,0,0,4,7,2082,180,2015,0,98038,47.3667,-121.6357,2288,3217,620000
3,4.0,1963,5685,2.0,0,4,5,10,1452,511,1908,0,98110,47.6729,-121.9285,2289,5043,824000
2,2.0,1099,6985,1.0,0,0,3,8,993,106,2021,0,98182,47.7954,-122.4078,1245,8897,541000
2,2.0,1282,4543,1.5,0,4,3,6,786,496,1971,0,98147,47.7858,-121.9047,1398,4785,629000
4,3.0,1782,1161,1.5,0,0,3,7,1462,320,1977,0,98026,47.5639,-122.0984,1516,988,595000
3,4.0,951,6407,2.5,0,0,3,7,939,12,1978,1981,98127,47.3626,-121.7108,1014,8265,394000
2,2.0,1360,6579,1.0,0,0,1,7,1350,10,2016,0,98052,47.1458,-122.2813,1465,6135,453000
3,3.0,1883,2852,2.0,0,0,4,7,1342,541,1961,0,98118,47.6166,-122.0273,2081,3105,644000
2,3.0,1379,1759,1.0,0,0,4,8,1071,308,1985,0,98061,47.7846,-121.3407,1248,1995,628000
3,3.0,1115,16006,2.0,0,3,4,8,697,418,2000,0,98195,47.1476,-122.3934,1178,15260,535000
3,3.0,1595,7282,3.0,0,4,3,7,1514,81,1914,0,98150,47.1043,-121.7772,1670,7439,625000
4,4.0,1434,4092,1.5,0,0,3,9,1187,247,1905,0,98145,47.6822,-122.3912,1368,3453,643000
3,3.0,2111,1979,2.0,0,0,3,8,1592,519,1900,0,98139,47.1716,-122.3116,2249,1938,579000
3,4.0,1374,2547,3.0,0,0,1,8,886,488,1919,0,98111,47.1571,-121.7741,1147,2258,521000
1,1.0,1277,13934,2.0,0,0,3,10,1250,27,2004,0,98167,47.7372,-121.9672,1350,14331,533000
2,2.0,1584,5487,2.0,0,0,3,6,1286,298,1935,0,98189,47.1557,-121.8418,1651,6046,490000
3,3.0,1430,3164,2.0,0,0,2,6,1020,410,1901,0,98049,47.1798,-121.4442,1264,3380,456000
3,3.0,1360,7389,2.0,0,0,4,9,1007,353,1969,0,98107,47.4987,-121.5193,1533,8616,541000
4,4.0,2205,2562,1.0,0,0,1,8,1562,643,1901,0,98093,47.6298,-121.4344,2535,1857,647000
3,4.0,1447,16329,2.5,0,0,5,9,1217,230,1902,0,98124,47.3797,-121.7605,1279,12200,642000
4,5.0,2131,14505,1.5,0,0,3,5,2071,60,1906,0,98061,47.3944,-121.9124,1770,11940,597000
5,5.0,2355,3384,1.0,0,0,5,7,2220,135,1983,0,98140,47.5428,-121.949,2453,4370,707000
4,5.0,1566,2972,2.0,0,4,2,6,1228,338,2012,0,98141,47.4538,-121.6122,1553,3507,615000
1,1.0,500,1000,1.5,0,0,3,7,500,0,1963,0,98058,47.113,-121.8744,500,1254,346000
3,2.0,1768,1502,1.0,0,3,3,6,1360,408,1940,0,98011,47.1795,-122.3731,1953,1297,533000
2,2.0,1132,1683,2.0,0,2,4,5,793,339,1953,0,98192,47.5071,-122.3297,1345,1758,481000
2,3.0,1134,5476,2.5,0,4,3,4,1126,8,1940,0,98159,47.6556,-122.0715,1124,5656,495000
6,5.0,3109,3786,2.5,0,2,3,8,2243,866,2014,0,98139,47.6342,-122.4186,2495,3944,855000
2,3.0,1652,1675,3.0,0,1,4,7,1205,447,1904,0,98122,47.618,-122.2129,1716,1894,580000
3,3.0,1618,3925,2.5,0,3,3,5,1611,7,1988,0,98105,47.6399,-121.7123,1718,3675,655000
4,4.0,1998,7363,1.0,0,0,1,6,1306,692,2001,0,98171,47.1311,-122.4851,2260,8146,638000
4,4.0,2250,7497,1.5,0,0,3,6,2034,216,1981,0,98036,47.7266,-121.7751,1979,8794,652000
3,3.0,1293,1075,2.5,0,4,4,10,1260,33,1962,0,98130,47.7225,-121.5732,1306,939,731000
1,1.0,967,4435,1.5,0,2,3,6,778,189,1900,0,98087,47.4723,-122.2958,947,5621,508000
3,3.0,1866,1625,2.0,0,4,3,7,1121,745,1924,0,98061,47.274,-122.2828,1989,1643,694000
3,3.0,1904,10111,2.0,0,2,2,9,1428,476,1980,0,98164,47.5145,-122.4654,1572,11523,649000
2,1.0,719,9203,1.5,0,3,3,8,500,219,1945,0,98078,47.4905,-121.8851,829,10467,461000
3,4.0,1472,2396,3.0,0,1,4,8,1128,344,1914,0,98049,47.2561,-121.7145,1479,2490,594000
1,1.0,637,2663,2.0,0,2,3,8,583,54,1968,0,98155,47.5222,-121.9517,733,2380,501000
2,2.0,1330,3398,2.0,0,0,3,10,1031,299,1916,0,98140,47.6581,-122.0327,1245,3738,536000
3,4.0,1844,1000,3.0,0,3,2,6,1425,419,1920,0,98186,47.6643,-121.9547,1957,752,691000
2,1.0,1749,6430,2.0,0,2,3,11,1439,310,1952,1987,98006,47.1418,-121.5622,2069,8287,677000
3,3.0,1552,3951,1.0,0,2,3,9,1292,260,1954,0,98044,47.238,-122.4598,1827,3202,587000
4,5.0,1951,10680,2.0,0,1,3,7,1839,112,1986,0,98175,47.5678,-121.5594,2298,9241,770000
4,4.0,2445,2041,2.5,0,0,3,8,1769,676,2006,0,98023,47.7019,-121.7004,1998,2598,745000
2,1.0,1389,2995,2.0,0,0,5,8,1290,99,1909,0,98115,47.4649,-122.2103,1335,2432,540000
2,2.0,1680,1473,2.0,0,3,2,5,1388,292,1980,1992,98098,47.5953,-121.8703,1385,1181,582000
2,3.0,1387,2201,2.0,0,0,3,6,999,388,1956,0,98108,47.1148,-122.4409,1281,2603,467000
4,4.0,1753,1909,1.0,0,0,3,10,1259,494,1964,0,98096,47.5259,-122.0445,1525,1624,718000
4,3.0,1700,10903,2.5,0,0,3,7,1266,434,1936,0,98026,47.7733,-122.2911,1782,8252,566000
1,1.0,500,2811,2.5,0,2,4,7,500,0,2011,0,98135,47.5627,-122.4732,556,2350,446000
5,5.0,2699,5428,1.0,0,2,3,8,1869,830,1906,0,98160,47.7456,-122.0715,2713,6693,911000
2,1.0,1657,3624,1.0,0,2,2,7,1604,53,1975,0,98033,47.4962,-121.6287,1853,3146,592000
3,4.0,2255,1780,3.0,0,0,4,4,1872,383,1939,1973,98082,47.6904,-121.3948,1816,1988,614000
4,4.0,2353,4296,2.5,1,0,3,8,2278,75,1949,0,98148,47.1869,-121.7053,2655,4026,837000
5,5.0,2849,7937,2.5,0,0,1,8,1762,1087,1900,0,98095,47.1865,-122.0176,2482,6804,769000
4,3.0,1926,1870,2.5,0,0,3,6,1420,506,1919,0,98197,47.1841,-121.3006,1896,1471,534000
4,4.0,1753,9389,2.0,0,2,3,10,1068,685,2007,0,98180,47.4422,-122.1605,1713,12049,724000
3,3.0,1955,2490,2.0,0,0,4,6,1386,569,1930,1982,98170,47.3312,-122.2754,2247,2522,543000
4,5.0,2225,3340,2.0,0,0,3,7,2102,123,1967,0,98129,47.6034,-121.9436,2640,2568,787000
2,1.0,1332,7514,1.0,0,0,3,5,819,513,1989,0,98191,47.7318,-121.8941,1202,6156,477000
5,5.0,2616,2891,2.0,0,0,3,7,2026,590,1911,0,98007,47.5336,-122.0742,2163,2730,748000
3,3.0,1797,5065,2.0,0,3,3,7,1163,634,1921,0,98124,47.2492,-121.6654,1905,5199,547000
4,3.0,2485,3821,2.0,0,0,5,7,1905,580,1900,0,98058,47.7516,-122.2794,2488,3091,704000
3,4.0,2088,5451,2.0,0,2,2,8,1953,135,1900,0,98086,47.4695,-121.8876,2143,4724,680000
4,3.0,2263,1000,2.0,0,0,5,3,1922,341,1902,0,98178,47.604,-121.8998,1852,1170,584000
3,3.0,1954,1137,1.0,0,0,3,8,1748,206,2016,0,98034,47.7234,-121.5115,2169,1081,737000
4,4.0,2254,8045,1.0,0,0,4,7,1667,587,1975,0,98051,47.7929,-121.3876,2013,5638,722000
2,2.0,1162,11268,1.0,0,0,3,11,1136,26,2017,0,98120,47.4542,-121.7041,1085,8252,617000
2,2.0,1527,2372,1.0,0,2,3,7,1349,178,1920,0,98138,47.6656,-122.1336,1361,2286,573000
2,3.0,882,4043,3.0,1,0,4,5,678,204,1912,1994,98111,47.4968,-121.6725,1039,2976,623000
2,2.0,1616,6222,1.0,0,0,4,5,1245,371,1960,0,98106,47.4405,-122.1984,1402,5005,418000
5,4.0,2142,8558,1.0,0,0,3,9,2072,70,1912,1991,98026,47.4764,-121.3401,2341,9728,641000
2,1.0,1386,1000,2.0,0,0,3,9,1151,235,2016,0,98032,47.439,-121.5132,1245,988,596000
6,5.0,2646,2419,2.0,1,2,3,7,2335,311,2004,0,98124,47.3947,-121.9826,2567,2394,1049000
3,3.0,1866,3767,1.0,1,0,5,7,1431,435,1981,0,98170,47.6066,-121.5588,2236,3989,740000
2,3.0,1290,8626,2.0,0,0,3,7,889,401,1932,0,98190,47.2748,-122.0096,1084,10119,475000
4,5.0,1622,36270,2.0,0,2,4,10,1443,179,1905,0,98012,47.5315,-122.4105,1869,28840,652000
4,4.0,2226,4095,1.0,0,0,4,10,1877,349,1924,0,98168,47.5991,-121.6519,2623,3292,723000
3,3.0,1527,1595,1.0,1,0,4,11,1222,305,1922,0,98087,47.7245,-122.0145,1648,1233,768000
3,3.0,1964,6781,3.0,0,0,3,9,1669,295,1987,0,98078,47.3323,-121.3836,1579,8558,667000
4,4.0,2100,14140,2.5,0,0,3,9,1435,665,2000,0,98034,47.7024,-122.1321,2369,14796,746000
2,2.0,1419,5358,2.0,0,1,5,6,1302,117,1925,1991,98070,47.7617,-121.488,1636,4048,545000
6,5.0,2613,2380,1.0,0,0,4,9,2559,54,1903,0,98155,47.5541,-121.6835,3116,1981,787000
6,5.0,2723,10577,1.5,0,4,4,8,2604,119,2001,0,98008,47.64,-121.476,3093,12009,943000
4,4.0,1962,8357,2.0,0,0,3,10,1429,533,1934,2003,98175,47.384,-122.1497,1919,5995,760000
2,1.0,1557,2163,1.0,1,4,4,7,1187,370,2012,0,98081,47.7665,-121.9464,1674,2456,780000
4,4.0,2603,6668,1.5,0,0,3,5,2404,199,1974,0,98026,47.5696,-121.5122,2588,8314,656000
2,2.0,1058,10914,2.0,0,1,3,7,887,171,1999,0,98057,47.3171,-121.7274,996,8009,478000
1,1.0,1223,12651,1.0,0,0,4,8,1002,221,1924,0,98135,47.383,-122.0681,1285,10271,452000
3,2.0,1049,4660,2.0,0,0,3,6,1018,31,1919,0,98026,47.5324,-121.8856,1162,3269,423000
3,3.0,1342,3691,2.5,0,2,4,7,1093,249,1900,0,98187,47.2639,-121.3047,1415,2825,484000
5,5.0,2212,13119,1.0,0,1,3,7,1783,429,1993,0,98114,47.6277,-121.6098,2501,14040,708000
4,4.0,1694,1867,2.5,0,0,3,7,1045,649,1967,0,98118,47.2573,-121.7626,1475,1357,561000
4,3.0,1625,6980,1.0,0,0,3,7,1020,605,1922,0,98197,47.5143,-121.5065,1543,6669,560000
3,2.0,1824,1643,2.5,0,0,3,6,1100,724,1998,0,98116,47.5879,-121.9696,1687,1646,554000
3,3.0,1636,11525,1.0,1,4,3,10,1579,57,2005,0,98047,47.7018,-121.3599,1436,14337,963000
3,3.0,1814,3998,1.0,0,3,4,8,1385,429,1921,1979,98102,47.6137,-121.8376,1773,3936,628000
6,5.0,3107,13560,2.0,0,0,4,3,2447,660,1994,0,98124,47.6592,-122.1078,3664,10652,840000
1,2.0,980,7282,2.0,0,3,3,8,919,61,1961,0,98163,47.7391,-122.3968,995,6361,524000
5,5.0,2697,1847,3.0,0,3,3,8,2275,422,1900,2006,98158,47.5184,-122.0492,2467,2038,911000
3,3.0,1679,15363,1.5,1,0,4,3,1417,262,1958,0,98178,47.6924,-121.8176,1581,11788,651000
3,4.0,1344,17000,1.0,0,1,4,7,966,378,1967,0,98024,47.2623,-121.6561,1405,14264,560000
4,5.0,2417,9955,2.0,0,0,4,7,2256,161,1918,0,98030,47.6703,-121.4499,2275,12916,722000
3,3.0,1523,2672,2.0,0,1,4,7,1015,508,1929,0,98054,47.2552,-121.3672,1546,1879,547000
5,5.0,2219,3848,1.0,0,0,3,8,1379,840,1900,0,98067,47.7542,-122.3771,2019,3045,744000
5,5.0,2447,5521,2.0,0,0,3,7,1656,791,1947,0,98032,47.331,-121.7789,2296,6659,694000
3,3.0,1426,2799,2.0,0,0,3,6,1008,418,1918,0,98008,47.2203,-121.7001,1543,2130,391000
3,3.0,1575,19032,2.5,0,0,3,11,1123,452,1951,0,98178,47.2037,-122.2935,1628,13707,604000
3,3.0,1803,5516,3.0,0,2,4,6,1565,238,1984,0,98175,47.2311,-121.8453,1510,4263,589000
5,4.0,2605,1000,1.0,0,0,2,8,1790,815,1921,0,98046,47.4133,-122.0982,3098,1116,790000
2,2.0,1031,6448,2.0,0,0,5,6,898,133,1949,0,98080,47.4655,-122.4071,845,8356,444000
4,4.0,1954,3720,1.5,0,3,4,6,1244,710,1965,0,98035,47.7397,-122.421,1628,3922,712000
4,3.0,2422,4629,2.0,1,0,4,7,1596,826,1905,0,98189,47.3667,-121.5889,2617,3586,848000
4,3.0,2249,3660,2.0,0,0,5,6,1807,442,1963,0,98089,47.2522,-121.7615,2436,2966,644000
2,2.0,1923,9373,3.0,0,4,3,7,1863,60,1920,0,98079,47.6207,-121.6419,1553,9585,641000
4,5.0,2454,12037,2.0,0,3,4,6,2316,138,1996,0,98179,47.1943,-121.6777,2594,13595,716000
5,5.0,2843,6164,3.0,0,0,3,7,2807,36,1918,0,98191,47.7246,-122.3388,2312,6767,846000
2,1.0,884,3746,2.5,0,0,2,8,760,124,1990,0,98136,47.3866,-122.3181,1047,3914,434000
2,1.0,1529,4755,3.0,0,4,4,5,1331,198,1936,0,98034,47.5297,-122.197,1649,6142,569000
6,5.0,2884,4992,2.5,0,0,2,9,2451,433,1962,0,98025,47.2303,-122.0211,2522,4088,820000
2,3.0,1135,2586,2.0,0,0,5,6,964,171,1928,0,98113,47.2019,-121.373,980,2078,463000
5,4.0,2550,7810,1.0,0,0,4,6,1680,870,1959,0,98172,47.6592,-121.6913,2621,9493,698000
3,3.0,1984,7101,1.5,0,0,4,8,1622,362,1991,0,98083,47.4008,-122.1938,2090,6210,651000
2,2.0,1450,16854,1.0,0,1,3,7,1094,356,1933,2018,98043,47.7907,-122.4328,1642,15160,467000
5,5.0,2236,13417,2.0,0,2,4,7,1737,499,1900,0,98126,47.467,-121.6789,2597,13809,663000
3,4.0,1923,2840,2.0,0,4,2,5,1557,366,1947,0,98178,47.692,-121.7496,1840,2638,654000
3,4.0,1509,9473,2.0,0,2,4,8,983,526,1988,0,98013,47.786,-121.6891,1717,8266,636000
3,3.0,1765,2297,3.0,1,0,3,7,1313,452,1920,0,98174,47.2968,-122.1866,1795,2872,787000
3,2.0,1609,8576,3.0,0,0,4,6,1006,603,1933,0,98125,47.6606,-121.8796,1590,6668,522000
2,3.0,1234,3251,1.0,0,4,3,7,1224,10,1925,1992,98076,47.1154,-122.066,1332,3064,504000
3,2.0,1930,2168,1.5,0,0,2,8,1250,680,1935,0,98087,47.5758,-121.5188,1624,1521,643000
6,5.0,2588,6149,1.5,0,0,3,7,1820,768,1998,0,98181,47.6216,-122.4167,2345,7283,799000
3,3.0,2284,1000,1.5,0,3,3,5,2185,99,1922,0,98191,47.4342,-122.1695,2573,801,628000
4,3.0,1554,1211,2.0,0,0,4,7,1232,322,1980,0,98104,47.2135,-121.7765,1557,1409,531000
3,3.0,1521,4264,2.0,0,0,3,6,995,526,1946,0,98130,47.5317,-122.2537,1769,3365,546000
4,4.0,2211,5250,2.0,0,3,3,7,1666,545,2005,0,98040,47.7283,-121.6927,1847,4988,809000
2,2.0,1475,3658,2.5,0,4,3,9,953,522,1975,0,98023,47.7519,-122.3359,1365,4159,757000
6,5.0,2870,1389,2.5,0,0,3,7,1952,918,1943,0,98187,47.6223,-122.4726,2704,1198,852000
3,3.0,1683,2555,1.0,0,3,3,7,1045,638,1919,0,98069,47.2846,-121.4638,1631,2270,611000
2,1.0,1423,6721,2.0,0,0,4,9,1103,320,2002,0,98034,47.7092,-122.0999,1700,7396,617000
2,1.0,1231,7828,1.5,0,0,3,7,1136,95,1926,0,98155,47.7222,-122.3118,1138,6361,491000
2,1.0,1718,4851,1.0,0,3,2,7,1433,285,2005,0,98055,47.3571,-122.2927,1731,6166,566000
3,4.0,1952,12400,1.0,0,4,3,6,1645,307,1960,1995,98106,47.2281,-121.4369,1980,10085,656000
3,2.0,1962,6754,2.0,0,0,3,7,1335,627,1936,2015,98004,47.7123,-121.7147,2175,7767,615000
4,5.0,1810,2703,1.5,0,0,3,7,1335,475,1983,0,98196,47.7196,-121.3524,1823,3194,681000
3,2.0,1676,3927,1.0,0,0,3,7,1572,104,1951,0,98070,47.1706,-121.54,1747,3631,535000
2,1.0,1210,1600,2.0,0,0,4,12,769,441,1974,0,98155,47.7769,-121.5789,1333,1270,665000
4,5.0,1798,4507,2.0,0,0,2,9,1696,102,1991,0,98047,47.4732,-121.9002,1511,3604,647000
4,4.0,2208,11964,1.0,0,0,3,8,1752,456,1961,0,98114,47.7956,-121.515,2617,15449,718000
2,1.0,1139,8503,1.0,0,0,3,7,1065,74,1965,2020,98117,47.4115,-122.0048,1297,9653,482000
2,2.0,1497,15087,2.5,0,0,4,7,1089,408,1923,0,98118,47.4733,-121.5076,1430,14635,464000
1,1.0,579,3857,1.0,0,0,5,6,500,79,1979,0,98168,47.2863,-121.5907,632,3295,339000
4,4.0,2616,14427,3.0,0,2,3,6,2356,260,1911,0,98155,47.7293,-121.6859,2890,10263,810000
4,5.0,1831,4211,2.0,0,0,5,8,1674,157,1915,0,98007,47.4106,-122.1043,2088,4642,669000
3,3.0,1766,15951,1.0,0,0,3,7,1222,544,1935,0,98151,47.6702,-121.7431,1546,20324,670000
4,5.0,2338,4830,1.0,0,3,2,9,2313,25,1901,0,98192,47.1558,-121.8919,2529,3691,668000
4,4.0,1929,8654,1.0,0,1,3,6,1223,706,1988,0,98113,47.6518,-121.9461,1569,9975,593000
3,3.0,1956,15996,1.0,0,0,3,7,1227,729,1961,2019,98098,47.4432,-121.3117,1655,12668,603000
5,5.0,2131,4210,1.0,0,0,3,8,1786,345,1963,0,98029,47.1038,-121.8947,2366,4948,684000
2,1.0,1736,5853,2.0,0,1,2,7,1543,193,1928,0,98189,47.2584,-122.4616,1953,5398,526000
2,3.0,1304,13782,1.0,1,0,3,9,1284,20,1991,0,98172,47.2356,-121.7482,1352,15536,757000
3,3.0,1521,4419,2.0,0,2,3,11,1159,362,1973,0,98115,47.6262,-121.6264,1571,5549,688000
2,3.0,1210,1708,2.0,0,0,3,5,738,472,2008,0,98197,47.434,-121.4378,1331,1831,443000
3,3.0,1943,27294,1.0,0,0,3,5,1634,309,1986,0,98155,47.2118,-121.7408,2259,34184,554000
5,5.0,2325,3375,1.0,0,0,4,6,1664,661,1995,0,98140,47.2798,-122.4767,2252,2838,653000
1,1.0,675,5580,1.0,0,1,3,8,522,153,1930,0,98145,47.4529,-122.3563,571,7181,438000
2,2.0,1234,12392,1.0,0,3,4,7,982,252,1982,0,98037,47.1137,-122.3065,1401,15164,532000
3,4.0,1347,3021,2.0,0,0,4,8,843,504,1914,0,98034,47.3969,-122.2465,1262,2310,530000
5,5.0,3046,2194,1.0,0,0,3,7,2420,626,1954,0,98164,47.5746,-121.5403,2600,2080,825000
3,4.0,1530,6021,2.0,0,0,3,7,1179,351,1932,0,98134,47.4624,-122.1283,1600,7564,534000
3,4.0,1949,1171,1.5,1,0,3,8,1725,224,1980,0,98096,47.5187,-122.1252,2010,875,799000
1,1.0,963,3904,2.0,0,3,3,7,827,136,1951,0,98160,47.3286,-121.5933,953,3796,450000
2,2.0,1005,5979,2.0,1,0,3,7,677,328,1999,0,98073,47.2282,-122.0051,1150,6781,607000
6,5.0,2898,3960,2.0,0,3,3,5,1978,920,1919,0,98122,47.6668,-122.4224,2634,2851,829000
6,5.0,3135,1430,1.0,0,0,3,7,2196,939,1972,0,98150,47.7339,-121.7978,2525,1647,855000
1,1.0,844,17595,1.0,0,3,4,7,567,277,1937,0,98010,47.4575,-122.3439,784,16130,384000
6,5.0,3258,5339,2.0,1,2,3,7,2811,447,1902,0,98029,47.3135,-121.814,2619,4536,1081000
4,4.0,2406,15443,1.0,0,0,4,9,2401,5,1953,0,98139,47.4578,-121.5644,2448,16147,675000
5,4.0,2776,3992,1.5,0,0,3,9,2390,386,1965,0,98092,47.7153,-121.3846,2641,4098,846000
3,4.0,1562,2431,2.0,0,0,4,8,1316,246,1917,0,98194,47.584,-122.4195,1758,2976,573000
3,4.0,1376,6096,2.0,0,0,3,7,1051,325,1986,0,98056,47.701,-122.1352,1540,6740,580000
3,2.0,1516,4136,2.0,0,0,3,8,1099,417,1982,0,98085,47.3299,-121.717,1476,3942,542000
4,5.0,2159,1916,2.0,1,0,5,7,2082,77,1906,0,98095,47.5984,-122.1215,1914,2089,889000
2,3.0,1464,15928,2.0,0,4,4,6,1446,18,1934,0,98058,47.5571,-121.9588,1419,18319,621000
1,1.0,500,2987,2.0,0,0,3,7,500,0,2013,0,98052,47.5001,-122.4759,528,3771,417000
3,3.0,1698,1128,2.0,0,2,3,5,1216,482,1983,0,98061,47.4698,-121.6678,1488,1266,603000
4,5.0,2147,14222,2.0,0,3,4,7,1950,197,1983,0,98017,47.4857,-121.4401,2381,14596,755000
2,2.0,1217,3283,2.5,0,3,4,7,795,422,1982,0,98030,47.6948,-121.3278,1135,3033,632000
4,4.0,2487,3022,1.5,0,0,3,10,2254,233,2004,0,98072,47.7412,-121.5034,2917,3732,806000
6,5.0,3027,1197,1.5,0,0,3,6,2808,219,1979,0,98037,47.179,-122.4619,3041,1407,828000
2,2.0,1693,19786,2.0,0,0,4,9,1100,593,2001,0,98133,47.4981,-121.7178,1928,14766,606000
4,5.0,2035,1752,2.0,0,0,3,6,2016,19,1984,0,98154,47.7429,-121.9052,2129,1962,654000
3,3.0,1981,5150,1.0,0,0,4,6,1970,11,1992,0,98198,47.1943,-121.3745,2024,5270,491000
5,5.0,2991,10200,2.5,0,2,3,7,2915,76,2007,0,98080,47.389,-121.4174,3209,7774,834000
2,2.0,1694,6887,1.0,0,0,5,8,1353,341,1959,0,98129,47.1624,-121.3143,1905,7155,537000
4,4.0,1772,4686,2.0,0,0,4,5,1238,534,2001,0,98137,47.1794,-121.4657,1874,3821,533000
4,5.0,2024,1260,2.0,0,4,4,6,1686,338,2008,0,98071,47.7329,-121.8437,2265,1417,834000
5,5.0,2396,2571,3.0,0,0,3,7,1840,556,2022,0,98107,47.4123,-121.6421,2099,2229,770000
4,5.0,2247,5712,1.0,0,0,3,7,1533,714,1923,0,98192,47.5821,-121.3424,2047,4514,714000
3,3.0,1906,2618,2.0,0,2,3,8,1467,439,2000,1971,98152,47.1972,-121.8063,1700,1961,651000
4,4.0,1848,5783,1.5,0,0,4,7,1600,248,1992,0,98133,47.1154,-121.492,2069,5751,559000
5,5.0,2520,8479,1.0,0,0,4,6,1583,937,1994,0,98179,47.7233,-121.3693,2103,6951,836000
3,3.0,1094,10615,1.0,0,0,3,9,802,292,2008,0,98166,47.5022,-121.8154,1223,12877,534000
1,1.0,1333,1843,2.0,0,3,4,6,809,524,2015,0,98157,47.114,-122.309,1274,1293,525000
5,5.0,2346,28490,2.0,0,0,4,8,2111,235,1938,1979,98174,47.7946,-122.3133,1951,34364,742000
4,4.0,2117,9081,1.0,0,0,2,8,1813,304,1911,0,98180,47.4445,-122.3616,2053,9196,593000
4,4.0,2007,4908,2.0,0,0,3,10,1255,752,1993,0,98121,47.4331,-121.9284,1847,6151,782000
2,2.0,1644,11750,2.0,0,0,4,7,1621,23,1952,0,98174,47.5346,-121.9238,1704,9668,580000
4,4.0,1249,32608,2.0,0,0,3,7,761,488,1963,0,98075,47.1055,-121.7592,1235,24827,476000
3,4.0,1695,1555,3.0,0,0,4,7,1417,278,1903,0,98068,47.4984,-121.9206,1557,1672,591000
4,3.0,2068,4104,1.5,0,0,3,8,1883,185,1993,0,98187,47.5406,-121.3323,2368,4613,633000
2,3.0,1164,1000,3.0,0,0,5,7,1065,99,1904,0,98138,47.3079,-122.1504,1121,924,463000
4,3.0,2618,5734,2.5,0,0,2,7,1607,1011,1915,1987,98098,47.6088,-121.4514,2587,4061,739000
6,5.0,2634,6583,1.0,0,0,3,9,2535,99,1926,0,98132,47.3642,-122.3796,2999,6216,778000
1,1.0,1132,4763,1.0,0,1,2,5,1095,37,1903,0,98052,47.6024,-121.7777,946,4002,424000
6,5.0,3007,2911,1.5,0,0,3,9,2479,528,1971,1972,98074,47.2007,-121.722,2875,2645,723000
3,2.0,2078,1000,1.5,0,0,3,9,1648,430,1947,1990,98018,47.7396,-121.5733,1997,1004,698000
5,5.0,2300,6626,2.0,0,2,3,7,1421,879,1907,0,98076,47.7156,-121.8964,2296,7430,790000
4,5.0,1880,15746,2.0,0,3,5,7,1551,329,1980,0,98179,47.2054,-122.2633,1584,20122,601000
